,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC
Date,,,,,,,,,,,,
2020-01-02,28868.80078125,3257.85009765625,28868.80078125,3257.85009765625,28872.80078125,3258.139892578125,28627.76953125,3235.530029296875,28638.970703125,3244.669921875,251820000,3459930000
2020-01-03,28634.880859375,3234.85009765625,28634.880859375,3234.85009765625,28716.310546875,3246.14990234375,28500.359375,3222.340087890625,28553.330078125,3226.360107421875,239590000,3484700000
2020-01-06,28703.380859375,3246.280029296875,28703.380859375,3246.280029296875,28708.01953125,3246.840087890625,28418.630859375,3214.639892578125,28465.5,3217.550048828125,252760000,3702460000
2020-01-07,28583.6796875,3237.179931640625,28583.6796875,3237.179931640625,28685.5,3244.909912109375,28565.279296875,3232.429931640625,28639.1796875,3241.860107421875,258900000,3435910000
2020-01-08,28745.08984375,3253.050048828125,28745.08984375,3253.050048828125,28866.1796875,3267.070068359375,28522.509765625,3236.669921875,28556.140625,3238.590087890625,291750000,3726840000
2020-01-09,28956.900390625,3274.699951171875,28956.900390625,3274.699951171875,28988.009765625,3275.580078125,28844.310546875,3263.669921875,28851.970703125,3266.030029296875,275060000,3641230000
2020-01-10,28823.76953125,3265.35009765625,28823.76953125,3265.35009765625,29009.0703125,3282.989990234375,28789.099609375,3260.860107421875,28977.51953125,3281.81005859375,237830000,3214580000
2020-01-13,28907.05078125,3288.1298828125,28907.05078125,3288.1298828125,28909.91015625,3288.1298828125,28819.4296875,3268.429931640625,28869.009765625,3271.1298828125,249830000,3459390000
2020-01-14,28939.669921875,3283.14990234375,28939.669921875,3283.14990234375,29054.16015625,3294.25,28872.26953125,3277.18994140625,28895.5,3285.35009765625,287440000,3687620000
2020-01-15,29030.220703125,3289.2900390625,29030.220703125,3289.2900390625,29127.58984375,3298.659912109375,28897.349609375,3280.68994140625,28901.80078125,3282.27001953125,260270000,3721490000
2020-01-16,29297.640625,3316.81005859375,29297.640625,3316.81005859375,29300.3203125,3317.110107421875,29131.94921875,3302.820068359375,29131.94921875,3302.969970703125,252110000,3540580000
2020-01-17,29348.099609375,3329.6201171875,29348.099609375,3329.6201171875,29373.619140625,3329.8798828125,29289.91015625,3318.860107421875,29313.310546875,3323.659912109375,321820000,3726220000
2020-01-21,29196.0390625,3320.7900390625,29196.0390625,3320.7900390625,29341.2109375,3329.7900390625,29146.470703125,3316.610107421875,29269.05078125,3321.030029296875,320640000,4104840000
2020-01-22,29186.26953125,3321.75,29186.26953125,3321.75,29320.19921875,3337.77001953125,29172.259765625,3320.0400390625,29263.630859375,3330.02001953125,283440000,3623780000
2020-01-23,29160.08984375,3325.5400390625,29160.08984375,3325.5400390625,29190.470703125,3326.8798828125,28966.98046875,3301.8701171875,29111.01953125,3315.77001953125,307060000,3766710000
2020-01-24,28989.73046875,3295.469970703125,28989.73046875,3295.469970703125,29288.7890625,3333.179931640625,28843.310546875,3281.530029296875,29230.390625,3333.10009765625,380010000,3708780000
2020-01-27,28535.80078125,3243.6298828125,28535.80078125,3243.6298828125,28671.7890625,3258.85009765625,28440.470703125,3234.5,28542.490234375,3247.159912109375,337270000,3831050000
2020-01-28,28722.849609375,3276.239990234375,28722.849609375,3276.239990234375,28823.23046875,3285.780029296875,28575.75,3253.219970703125,28594.279296875,3255.35009765625,330140000,3531570000
2020-01-29,28734.44921875,3273.39990234375,28734.44921875,3273.39990234375,28944.240234375,3293.469970703125,28728.189453125,3271.889892578125,28820.529296875,3289.4599609375,302290000,3600250000
2020-01-30,28859.439453125,3283.659912109375,28859.439453125,3283.659912109375,28879.7109375,3285.909912109375,28489.759765625,3242.800048828125,28640.16015625,3256.449951171875,326850000,3790350000
2020-01-31,28256.029296875,3225.52001953125,28256.029296875,3225.52001953125,28813.0390625,3282.330078125,28169.529296875,3214.679931640625,28813.0390625,3282.330078125,403890000,4529700000
2020-02-03,28399.810546875,3248.919921875,28399.810546875,3248.919921875,28630.390625,3268.43994140625,28319.650390625,3235.659912109375,28319.650390625,3235.659912109375,307910000,3760460000
2020-02-04,28807.630859375,3297.590087890625,28807.630859375,3297.590087890625,28904.880859375,3306.919921875,28696.740234375,3280.610107421875,28696.740234375,3280.610107421875,332750000,3996900000
2020-02-05,29290.849609375,3334.68994140625,29290.849609375,3334.68994140625,29308.890625,3337.580078125,29000.849609375,3313.75,29048.73046875,3324.909912109375,357540000,4121480000
2020-02-06,29379.76953125,3345.780029296875,29379.76953125,3345.780029296875,29408.05078125,3347.9599609375,29246.9296875,3334.389892578125,29388.580078125,3344.919921875,263700000,3887250000
2020-02-07,29102.509765625,3327.7099609375,29102.509765625,3327.7099609375,29286.919921875,3341.419921875,29056.98046875,3322.1201171875,29286.919921875,3335.5400390625,252860000,3733920000
2020-02-10,29276.8203125,3352.090087890625,29276.8203125,3352.090087890625,29278.0703125,3352.260009765625,28995.66015625,3317.77001953125,28995.66015625,3318.280029296875,250510000,3462730000
2020-02-11,29276.33984375,3357.75,29276.33984375,3357.75,29415.390625,3375.6298828125,29210.470703125,3352.719970703125,29390.7109375,3365.8701171875,279540000,3762940000
2020-02-12,29551.419921875,3379.449951171875,29551.419921875,3379.449951171875,29568.5703125,3381.469970703125,29406.75,3369.719970703125,29406.75,3370.5,309530000,3930910000
2020-02-13,29423.310546875,3373.93994140625,29423.310546875,3373.93994140625,29535.400390625,3385.090087890625,29345.9296875,3360.52001953125,29436.029296875,3365.89990234375,291150000,3500890000
2020-02-14,29398.080078125,3380.159912109375,29398.080078125,3380.159912109375,29463.0390625,3380.68994140625,29283.1796875,3366.14990234375,29440.470703125,3378.080078125,231000000,3419700000
2020-02-18,29232.189453125,3370.2900390625,29232.189453125,3370.2900390625,29330.16015625,3375.010009765625,29116.810546875,3355.610107421875,29282.779296875,3369.0400390625,256600000,3750400000
2020-02-19,29348.029296875,3386.14990234375,29348.029296875,3386.14990234375,29409.08984375,3393.52001953125,29274.380859375,3378.830078125,29312.69921875,3380.389892578125,240640000,3614200000
2020-02-20,29219.98046875,3373.22998046875,29219.98046875,3373.22998046875,29368.44921875,3389.14990234375,28959.650390625,3341.02001953125,29296.25,3380.449951171875,287780000,4019180000
2020-02-21,28992.41015625,3337.75,28992.41015625,3337.75,29146.529296875,3360.760009765625,28892.69921875,3328.449951171875,29146.529296875,3360.5,311210000,3908780000
2020-02-24,27960.80078125,3225.889892578125,27960.80078125,3225.889892578125,28402.9296875,3259.81005859375,27912.439453125,3214.64990234375,28402.9296875,3257.610107421875,452580000,4851160000
2020-02-25,27081.359375,3128.2099609375,27081.359375,3128.2099609375,28149.19921875,3246.989990234375,26997.619140625,3118.77001953125,28037.650390625,3238.93994140625,513270000,5596760000
2020-02-26,26957.58984375,3116.389892578125,26957.58984375,3116.389892578125,27542.779296875,3182.510009765625,26890.970703125,3108.989990234375,27159.4609375,3139.89990234375,472450000,5484650000
2020-02-27,25766.640625,2978.760009765625,25766.640625,2978.760009765625,26775.310546875,3097.070068359375,25752.8203125,2977.389892578125,26526.0,3062.5400390625,664980000,7064710000
2020-02-28,25409.359375,2954.219970703125,25409.359375,2954.219970703125,25494.240234375,2959.719970703125,24681.009765625,2855.840087890625,25270.830078125,2916.89990234375,915990000,8569570000
2020-03-02,26703.3203125,3090.22998046875,26703.3203125,3090.22998046875,26706.169921875,3090.9599609375,25391.9609375,2945.18994140625,25590.509765625,2974.280029296875,637200000,6381330000
2020-03-03,25917.41015625,3003.3701171875,25917.41015625,3003.3701171875,27084.58984375,3136.719970703125,25706.279296875,2976.6298828125,26762.470703125,3096.4599609375,647080000,6376510000
2020-03-04,27090.859375,3130.1201171875,27090.859375,3130.1201171875,27102.33984375,3130.969970703125,26286.310546875,3034.3798828125,26383.6796875,3045.75,457590000,5073020000
2020-03-05,26121.279296875,3023.93994140625,26121.279296875,3023.93994140625,26671.919921875,3083.0400390625,25943.330078125,2999.830078125,26671.919921875,3075.699951171875,477370000,5579290000
2020-03-06,25864.779296875,2972.3701171875,25864.779296875,2972.3701171875,25994.380859375,2985.929931640625,25226.619140625,2901.5400390625,25457.2109375,2954.199951171875,599780000,6555240000
2020-03-09,23851.01953125,2746.56005859375,23851.01953125,2746.56005859375,24992.359375,2863.889892578125,23706.0703125,2734.429931640625,24992.359375,2863.889892578125,750430000,8441290000
2020-03-10,25018.16015625,2882.22998046875,25018.16015625,2882.22998046875,25020.990234375,2882.590087890625,23690.33984375,2734.0,24453.0,2813.47998046875,654860000,7642040000
2020-03-11,23553.220703125,2741.3798828125,23553.220703125,2741.3798828125,24604.630859375,2825.60009765625,23328.3203125,2707.219970703125,24604.630859375,2825.60009765625,663960000,7431200000
2020-03-12,21200.619140625,2480.639892578125,21200.619140625,2480.639892578125,22837.94921875,2660.949951171875,21154.4609375,2478.860107421875,22184.7109375,2630.860107421875,908260000,8850810000
2020-03-13,23185.619140625,2711.02001953125,23185.619140625,2711.02001953125,23189.759765625,2711.330078125,21285.369140625,2492.3701171875,21973.8203125,2569.989990234375,843080000,8299070000
2020-03-16,20188.51953125,2386.1298828125,20188.51953125,2386.1298828125,21768.279296875,2562.97998046875,20116.4609375,2380.93994140625,20917.529296875,2508.590087890625,770130000,7805450000
2020-03-17,21237.380859375,2529.18994140625,21237.380859375,2529.18994140625,21379.349609375,2553.929931640625,19882.259765625,2367.0400390625,20487.05078125,2425.659912109375,793060000,8370250000
2020-03-18,19898.919921875,2398.10009765625,19898.919921875,2398.10009765625,20489.330078125,2453.570068359375,18917.4609375,2280.52001953125,20188.689453125,2436.5,871360000,8799300000
2020-03-19,20087.189453125,2409.389892578125,20087.189453125,2409.389892578125,20442.630859375,2466.969970703125,19177.130859375,2319.780029296875,19830.009765625,2393.47998046875,780300000,7956100000
2020-03-20,19173.98046875,2304.919921875,19173.98046875,2304.919921875,20531.259765625,2453.010009765625,19094.26953125,2295.56005859375,20253.150390625,2431.93994140625,872290000,9053950000
2020-03-23,18591.9296875,2237.39990234375,18591.9296875,2237.39990234375,19121.009765625,2300.72998046875,18213.650390625,2191.860107421875,19028.359375,2290.7099609375,787970000,7411380000
2020-03-24,20704.91015625,2447.330078125,20704.91015625,2447.330078125,20737.69921875,2449.7099609375,19649.25,2344.43994140625,19722.189453125,2344.43994140625,799340000,7563150000
2020-03-25,21200.55078125,2475.56005859375,21200.55078125,2475.56005859375,22019.9296875,2571.419921875,20538.33984375,2407.530029296875,21050.33984375,2457.77001953125,796320000,8300010000
2020-03-26,22552.169921875,2630.070068359375,22552.169921875,2630.070068359375,22595.060546875,2637.010009765625,21427.099609375,2500.719970703125,21468.380859375,2501.2900390625,705180000,7766990000
2020-03-27,21636.779296875,2541.469970703125,21636.779296875,2541.469970703125,22327.5703125,2615.909912109375,21469.26953125,2520.02001953125,21898.470703125,2555.8701171875,588830000,6201670000
2020-03-30,22327.48046875,2626.64990234375,22327.48046875,2626.64990234375,22378.08984375,2631.800048828125,21522.080078125,2545.280029296875,21678.220703125,2558.97998046875,545540000,5751120000
2020-03-31,21917.16015625,2584.590087890625,21917.16015625,2584.590087890625,22480.369140625,2641.389892578125,21852.080078125,2571.14990234375,22208.419921875,2614.68994140625,571210000,6576210000
2020-04-01,20943.509765625,2470.5,20943.509765625,2470.5,21487.240234375,2522.75,20784.4296875,2447.489990234375,21227.380859375,2498.080078125,506680000,5964000000
2020-04-02,21413.439453125,2526.89990234375,21413.439453125,2526.89990234375,21477.76953125,2533.219970703125,20735.01953125,2455.7900390625,20819.4609375,2458.5400390625,529540000,6464190000
2020-04-03,21052.529296875,2488.64990234375,21052.529296875,2488.64990234375,21447.810546875,2538.179931640625,20863.08984375,2459.9599609375,21285.9296875,2514.919921875,450010000,6096970000
2020-04-06,22679.990234375,2663.679931640625,22679.990234375,2663.679931640625,22783.44921875,2676.85009765625,21693.630859375,2574.570068359375,21693.630859375,2578.280029296875,610760000,6403840000
2020-04-07,22653.859375,2659.409912109375,22653.859375,2659.409912109375,23617.240234375,2756.889892578125,22634.44921875,2657.669921875,23537.439453125,2738.64990234375,594660000,7050410000
2020-04-08,23433.5703125,2749.97998046875,23433.5703125,2749.97998046875,23513.400390625,2760.75,22682.990234375,2663.300048828125,22893.470703125,2685.0,472740000,5875710000
2020-04-09,23719.369140625,2789.820068359375,23719.369140625,2789.820068359375,24008.990234375,2818.570068359375,23504.08984375,2762.360107421875,23690.66015625,2776.989990234375,566400000,7899550000
2020-04-13,23390.76953125,2761.6298828125,23390.76953125,2761.6298828125,23698.9296875,2782.4599609375,23095.349609375,2721.169921875,23698.9296875,2782.4599609375,394320000,5319530000
2020-04-14,23949.759765625,2846.06005859375,23949.759765625,2846.06005859375,24040.580078125,2851.85009765625,23683.439453125,2805.10009765625,23690.5703125,2805.10009765625,485910000,5615730000
2020-04-15,23504.349609375,2783.360107421875,23504.349609375,2783.360107421875,23649.720703125,2801.8798828125,23233.3203125,2761.5400390625,23600.720703125,2795.639892578125,437630000,5208000000
2020-04-16,23537.6796875,2799.550048828125,23537.6796875,2799.550048828125,23598.080078125,2806.510009765625,23211.380859375,2764.320068359375,23543.66015625,2799.340087890625,471050000,5228810000
2020-04-17,24242.490234375,2874.56005859375,24242.490234375,2874.56005859375,24264.2109375,2879.219970703125,23817.150390625,2830.8798828125,23817.150390625,2842.429931640625,525950000,5804810000
2020-04-20,23650.439453125,2823.159912109375,23650.439453125,2823.159912109375,24108.689453125,2868.97998046875,23627.189453125,2820.429931640625,24095.099609375,2845.6201171875,423410000,5228630000
2020-04-21,23018.880859375,2736.56005859375,23018.880859375,2736.56005859375,23365.25,2785.5400390625,22941.880859375,2727.10009765625,23365.25,2784.81005859375,485140000,5121010000
2020-04-22,23475.8203125,2799.31005859375,23475.8203125,2799.31005859375,23613.099609375,2815.10009765625,23339.599609375,2775.949951171875,23437.33984375,2787.889892578125,352880000,5084920000
2020-04-23,23515.259765625,2797.800048828125,23515.259765625,2797.800048828125,23885.359375,2844.89990234375,23483.349609375,2794.260009765625,23543.08984375,2810.419921875,389290000,5773530000
2020-04-24,23775.26953125,2836.739990234375,23775.26953125,2836.739990234375,23826.0,2842.7099609375,23417.6796875,2791.760009765625,23628.240234375,2812.639892578125,376020000,5382810000
2020-04-27,24133.779296875,2878.47998046875,24133.779296875,2878.47998046875,24207.650390625,2887.719970703125,23840.609375,2852.889892578125,23866.150390625,2854.64990234375,389390000,5203930000
2020-04-28,24101.55078125,2863.389892578125,24101.55078125,2863.389892578125,24512.240234375,2921.14990234375,24031.19921875,2860.7099609375,24357.169921875,2909.9599609375,400250000,5691160000
2020-04-29,24633.859375,2939.510009765625,24633.859375,2939.510009765625,24764.76953125,2954.860107421875,24453.990234375,2912.159912109375,24490.369140625,2918.4599609375,455290000,6645640000
2020-04-30,24345.720703125,2912.429931640625,24345.720703125,2912.429931640625,24585.5703125,2930.909912109375,24186.900390625,2892.469970703125,24585.5703125,2930.909912109375,487840000,6544980000
2020-05-01,23723.689453125,2830.7099609375,23723.689453125,2830.7099609375,24120.779296875,2869.090087890625,23645.30078125,2821.610107421875,24120.779296875,2869.090087890625,418160000,4759810000
2020-05-04,23749.759765625,2842.739990234375,23749.759765625,2842.739990234375,23769.560546875,2844.239990234375,23361.16015625,2797.85009765625,23581.55078125,2815.010009765625,355360000,4735930000
2020-05-05,23883.08984375,2868.43994140625,23883.08984375,2868.43994140625,24169.720703125,2898.22998046875,23868.91015625,2863.550048828125,23958.880859375,2868.8798828125,369710000,5140290000
2020-05-06,23664.640625,2848.419921875,23664.640625,2848.419921875,24054.58984375,2891.110107421875,23661.140625,2847.64990234375,23978.880859375,2883.139892578125,377450000,4892570000
2020-05-07,23875.890625,2881.18994140625,23875.890625,2881.18994140625,24094.619140625,2901.919921875,23834.390625,2876.47998046875,23837.2109375,2878.260009765625,369890000,5178790000
2020-05-08,24331.3203125,2929.800048828125,24331.3203125,2929.800048828125,24349.900390625,2932.159912109375,24107.05078125,2902.8798828125,24107.8203125,2908.830078125,335760000,4876030000
2020-05-11,24221.990234375,2930.18994140625,24221.990234375,2930.18994140625,24366.2109375,2944.25,24070.220703125,2903.43994140625,24256.44921875,2915.4599609375,352400000,4819730000
2020-05-12,23764.779296875,2870.1201171875,23764.779296875,2870.1201171875,24382.08984375,2945.820068359375,23761.580078125,2869.590087890625,24292.83984375,2939.5,359480000,5119630000
2020-05-13,23247.970703125,2820.0,23247.970703125,2820.0,23708.900390625,2874.139892578125,23067.640625,2793.14990234375,23702.16015625,2865.860107421875,469950000,6151650000
2020-05-14,23625.33984375,2852.5,23625.33984375,2852.5,23630.859375,2852.800048828125,22789.619140625,2766.639892578125,23049.060546875,2794.5400390625,472700000,5651130000
2020-05-15,23685.419921875,2863.699951171875,23685.419921875,2863.699951171875,23730.080078125,2865.010009765625,23354.150390625,2816.780029296875,23454.830078125,2829.949951171875,491510000,5507700000
2020-05-18,24597.369140625,2953.909912109375,24597.369140625,2953.909912109375,24708.5390625,2968.090087890625,24059.98046875,2913.860107421875,24059.98046875,2913.860107421875,484190000,6373670000
2020-05-19,24206.859375,2922.93994140625,24206.859375,2922.93994140625,24599.5,2964.2099609375,24202.9609375,2922.35009765625,24577.48046875,2948.590087890625,374100000,4984330000
2020-05-20,24575.900390625,2971.610107421875,24575.900390625,2971.610107421875,24649.48046875,2980.2900390625,24455.939453125,2953.6298828125,24455.939453125,2953.6298828125,366510000,5005380000
2020-05-21,24474.119140625,2948.510009765625,24474.119140625,2948.510009765625,24718.4609375,2978.5,24370.880859375,2938.570068359375,24564.26953125,2969.949951171875,346770000,4976620000
2020-05-22,24465.16015625,2955.449951171875,24465.16015625,2955.449951171875,24481.640625,2956.760009765625,24294.0703125,2933.590087890625,24461.98046875,2948.050048828125,255660000,3970860000
2020-05-26,24995.109375,2991.77001953125,24995.109375,2991.77001953125,25176.419921875,3021.719970703125,24781.83984375,2988.169921875,24781.83984375,3004.080078125,424380000,5848500000
2020-05-27,25548.26953125,3036.1298828125,25548.26953125,3036.1298828125,25551.560546875,3036.25,25009.869140625,2969.75,25298.630859375,3015.64990234375,411230000,6398000000
2020-05-28,25400.640625,3029.72998046875,25400.640625,3029.72998046875,25758.7890625,3068.669921875,25358.73046875,3023.39990234375,25697.359375,3046.610107421875,377800000,5447020000
2020-05-29,25383.109375,3044.31005859375,25383.109375,3044.31005859375,25482.80078125,3049.169921875,25031.669921875,2998.610107421875,25324.150390625,3025.169921875,527620000,7297550000
2020-06-01,25475.01953125,3055.72998046875,25475.01953125,3055.72998046875,25508.830078125,3062.179931640625,25220.66015625,3031.5400390625,25342.990234375,3038.780029296875,338310000,4684170000
2020-06-02,25742.650390625,3080.820068359375,25742.650390625,3080.820068359375,25743.130859375,3081.070068359375,25523.740234375,3051.639892578125,25582.51953125,3064.780029296875,352610000,5197150000
2020-06-03,26269.890625,3122.8701171875,26269.890625,3122.8701171875,26337.75,3130.93994140625,25906.880859375,3098.89990234375,25906.880859375,3098.89990234375,398790000,6005560000
2020-06-04,26281.8203125,3112.35009765625,26281.8203125,3112.35009765625,26384.099609375,3128.909912109375,26082.310546875,3090.409912109375,26226.490234375,3111.56005859375,372190000,6451290000
2020-06-05,27110.98046875,3193.929931640625,27110.98046875,3193.929931640625,27338.30078125,3211.719970703125,26836.80078125,3163.840087890625,26836.80078125,3163.840087890625,542310000,8639300000
2020-06-08,27572.439453125,3232.389892578125,27572.439453125,3232.389892578125,27580.2109375,3233.1298828125,27232.48046875,3196.0,27232.9296875,3199.919921875,430200000,8498300000
2020-06-09,27272.30078125,3207.179931640625,27272.30078125,3207.179931640625,27447.369140625,3222.7099609375,27151.060546875,3193.110107421875,27447.369140625,3213.320068359375,381430000,6410930000
2020-06-10,26989.990234375,3190.139892578125,26989.990234375,3190.139892578125,27355.220703125,3223.27001953125,26938.05078125,3181.489990234375,27251.890625,3213.419921875,448930000,6598870000
2020-06-11,25128.169921875,3002.10009765625,25128.169921875,3002.10009765625,26294.080078125,3123.530029296875,25082.720703125,2999.489990234375,26282.509765625,3123.530029296875,647780000,7037320000
2020-06-12,25605.5390625,3041.31005859375,25605.5390625,3041.31005859375,25965.55078125,3088.419921875,25078.41015625,2984.469970703125,25659.419921875,3071.0400390625,514440000,5845330000
2020-06-15,25763.16015625,3066.590087890625,25763.16015625,3066.590087890625,25891.580078125,3079.760009765625,24843.1796875,2965.659912109375,25270.390625,2993.760009765625,461230000,5757480000
2020-06-16,26289.98046875,3124.739990234375,26289.98046875,3124.739990234375,26611.029296875,3153.449951171875,25811.69921875,3076.06005859375,26326.6796875,3131.0,489500000,5845810000
2020-06-17,26119.609375,3113.489990234375,26119.609375,3113.489990234375,26400.0703125,3141.159912109375,26068.41015625,3108.030029296875,26330.51953125,3136.1298828125,328830000,4560450000
2020-06-18,26080.099609375,3115.340087890625,26080.099609375,3115.340087890625,26154.19921875,3120.0,25848.529296875,3093.510009765625,26016.44921875,3101.639892578125,328390000,4448690000
2020-06-19,25871.4609375,3097.739990234375,25871.4609375,3097.739990234375,26451.439453125,3155.530029296875,25759.66015625,3083.110107421875,26213.099609375,3140.2900390625,669390000,8346650000
2020-06-22,26024.9609375,3117.860107421875,26024.9609375,3117.860107421875,26059.810546875,3120.919921875,25667.6796875,3079.389892578125,25865.080078125,3094.419921875,351780000,4686690000
2020-06-23,26156.099609375,3131.2900390625,26156.099609375,3131.2900390625,26314.970703125,3154.89990234375,26105.970703125,3127.1201171875,26159.390625,3138.699951171875,389980000,4711850000
2020-06-24,25445.939453125,3050.330078125,25445.939453125,3050.330078125,25992.9609375,3115.010009765625,25296.73046875,3032.1298828125,25992.9609375,3114.39990234375,450120000,5597680000
2020-06-25,25745.599609375,3083.760009765625,25745.599609375,3083.760009765625,25769.609375,3086.25,25209.7890625,3024.010009765625,25365.220703125,3046.60009765625,384560000,4847690000
2020-06-26,25015.55078125,3009.050048828125,25015.55078125,3009.050048828125,25641.689453125,3073.72998046875,24971.029296875,3004.6298828125,25641.689453125,3073.199951171875,640860000,8107850000
2020-06-29,25595.80078125,3053.239990234375,25595.80078125,3053.239990234375,25601.150390625,3053.889892578125,25096.16015625,2999.739990234375,25152.44921875,3018.590087890625,378070000,4473970000
2020-06-30,25812.880859375,3100.2900390625,25812.880859375,3100.2900390625,25905.380859375,3111.510009765625,25475.140625,3047.830078125,25512.4296875,3050.199951171875,410780000,4705850000
2020-07-01,25734.970703125,3115.860107421875,25734.970703125,3115.860107421875,26019.310546875,3128.43994140625,25713.609375,3101.169921875,25879.380859375,3105.919921875,373180000,4449230000
2020-07-02,25827.359375,3130.010009765625,25827.359375,3130.010009765625,26204.41015625,3165.81005859375,25778.119140625,3124.52001953125,25936.44921875,3143.639892578125,349130000,4197720000
2020-07-06,26287.029296875,3179.719970703125,26287.029296875,3179.719970703125,26297.529296875,3182.590087890625,25996.080078125,3155.2900390625,25996.080078125,3155.2900390625,340690000,4759160000
2020-07-07,25890.1796875,3145.320068359375,25890.1796875,3145.320068359375,26174.9296875,3184.14990234375,25866.580078125,3142.929931640625,26172.009765625,3166.43994140625,346820000,4571330000
2020-07-08,26067.279296875,3169.93994140625,26067.279296875,3169.93994140625,26109.490234375,3171.800048828125,25816.25,3136.530029296875,25950.060546875,3153.070068359375,337300000,4937310000
2020-07-09,25706.08984375,3152.050048828125,25706.08984375,3152.050048828125,26103.279296875,3179.780029296875,25523.509765625,3115.699951171875,26094.919921875,3176.169921875,387610000,4843650000
2020-07-10,26075.30078125,3185.0400390625,26075.30078125,3185.0400390625,26101.3203125,3186.820068359375,25637.5,3136.219970703125,25690.349609375,3152.469970703125,338170000,4524190000
2020-07-13,26085.80078125,3155.219970703125,26085.80078125,3155.219970703125,26639.08984375,3235.320068359375,26044.23046875,3149.429931640625,26225.0703125,3205.080078125,425320000,4902440000
2020-07-14,26642.58984375,3197.52001953125,26642.58984375,3197.52001953125,26690.51953125,3200.949951171875,25994.98046875,3127.659912109375,26044.169921875,3141.110107421875,401640000,4507140000
2020-07-15,26870.099609375,3226.56005859375,26870.099609375,3226.56005859375,27071.330078125,3238.280029296875,26692.48046875,3200.760009765625,27009.810546875,3225.97998046875,384900000,4686830000
2020-07-16,26734.7109375,3215.570068359375,26734.7109375,3215.570068359375,26879.16015625,3220.389892578125,26590.009765625,3198.590087890625,26746.5703125,3208.360107421875,287330000,3972860000
2020-07-17,26671.94921875,3224.72998046875,26671.94921875,3224.72998046875,26808.4296875,3233.52001953125,26619.880859375,3205.64990234375,26774.619140625,3224.2099609375,296460000,4012850000
2020-07-20,26680.869140625,3251.840087890625,26680.869140625,3251.840087890625,26765.01953125,3258.610107421875,26504.19921875,3215.159912109375,26660.2890625,3224.2900390625,309390000,3979340000
2020-07-21,26840.400390625,3257.300048828125,26840.400390625,3257.300048828125,27025.380859375,3277.2900390625,26766.220703125,3247.77001953125,26833.140625,3268.52001953125,364930000,4556610000
2020-07-22,27005.83984375,3276.02001953125,27005.83984375,3276.02001953125,27035.240234375,3279.320068359375,26794.189453125,3253.10009765625,26824.560546875,3254.860107421875,404340000,4267160000
2020-07-23,26652.330078125,3235.659912109375,26652.330078125,3235.659912109375,26973.849609375,3279.989990234375,26560.0390625,3222.659912109375,26955.970703125,3271.639892578125,419800000,4296760000
2020-07-24,26469.890625,3215.6298828125,26469.890625,3215.6298828125,26625.69921875,3227.260009765625,26402.859375,3200.050048828125,26533.41015625,3218.580078125,494170000,3689410000
2020-07-27,26584.76953125,3239.409912109375,26584.76953125,3239.409912109375,26625.4609375,3241.429931640625,26426.919921875,3214.25,26447.669921875,3219.840087890625,400930000,3970310000
2020-07-28,26379.279296875,3218.43994140625,26379.279296875,3218.43994140625,26556.83984375,3243.719970703125,26361.7109375,3216.169921875,26529.44921875,3234.27001953125,361090000,4053180000
2020-07-29,26539.5703125,3258.43994140625,26539.5703125,3258.43994140625,26602.44921875,3264.739990234375,26375.390625,3227.219970703125,26388.439453125,3227.219970703125,347580000,4478200000
2020-07-30,26313.650390625,3246.219970703125,26313.650390625,3246.219970703125,26374.9296875,3250.919921875,25992.279296875,3204.1298828125,26367.419921875,3231.760009765625,351540000,4264920000
2020-07-31,26428.3203125,3271.1201171875,26428.3203125,3271.1201171875,26440.01953125,3272.169921875,26013.58984375,3220.260009765625,26409.330078125,3270.449951171875,488050000,5007530000
2020-08-03,26664.400390625,3294.610107421875,26664.400390625,3294.610107421875,26707.259765625,3302.72998046875,26534.380859375,3284.530029296875,26542.3203125,3288.260009765625,439380000,4438940000
2020-08-04,26828.470703125,3306.510009765625,26828.470703125,3306.510009765625,26832.720703125,3306.840087890625,26597.8203125,3286.3701171875,26664.609375,3289.919921875,346350000,4414380000
2020-08-05,27201.51953125,3327.77001953125,27201.51953125,3327.77001953125,27221.669921875,3330.77001953125,26924.779296875,3317.3701171875,26924.779296875,3317.3701171875,366000000,4535060000
2020-08-06,27386.98046875,3349.159912109375,27386.98046875,3349.159912109375,27394.099609375,3351.030029296875,27145.25,3318.139892578125,27170.8203125,3323.169921875,322460000,4278930000
2020-08-07,27433.48046875,3351.280029296875,27433.48046875,3351.280029296875,27456.240234375,3352.5400390625,27223.55078125,3328.719970703125,27321.6796875,3340.050048828125,321170000,4110030000
2020-08-10,27791.439453125,3360.469970703125,27791.439453125,3360.469970703125,27803.859375,3363.2900390625,27488.2109375,3335.43994140625,27488.2109375,3356.0400390625,360340000,4327920000
2020-08-11,27686.91015625,3333.68994140625,27686.91015625,3333.68994140625,28154.880859375,3381.010009765625,27624.509765625,3326.43994140625,27961.640625,3370.340087890625,428220000,4880540000
2020-08-12,27976.83984375,3380.35009765625,27976.83984375,3380.35009765625,28043.890625,3387.889892578125,27843.3203125,3355.4599609375,27860.240234375,3355.4599609375,340210000,3772250000
