,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC,^DJI,^GSPC
Date,,,,,,,,,,,,
2018-01-09,25385.80078125,2751.2900390625,25385.80078125,2751.2900390625,25439.779296875,2759.139892578125,25308.41015625,2747.860107421875,25312.05078125,2751.14990234375,333490000,3467460000
2018-01-10,25369.130859375,2748.22998046875,25369.130859375,2748.22998046875,25404.919921875,2750.800048828125,25256.990234375,2736.06005859375,25348.130859375,2745.550048828125,341470000,3579900000
2018-01-11,25574.73046875,2767.56005859375,25574.73046875,2767.56005859375,25575.419921875,2767.56005859375,25396.189453125,2752.780029296875,25398.599609375,2752.969970703125,346830000,3645690000
2018-01-12,25803.189453125,2786.239990234375,25803.189453125,2786.239990234375,25810.4296875,2787.85009765625,25633.080078125,2769.639892578125,25638.390625,2770.179931640625,376390000,3587220000
2018-01-16,25792.859375,2776.419921875,25792.859375,2776.419921875,26086.119140625,2807.5400390625,25702.990234375,2768.639892578125,25987.619140625,2798.9599609375,606520000,4362880000
2018-01-17,26115.650390625,2802.56005859375,26115.650390625,2802.56005859375,26130.44921875,2807.0400390625,25865.01953125,2778.3798828125,25910.779296875,2784.989990234375,522720000,3790340000
2018-01-18,26017.810546875,2798.030029296875,26017.810546875,2798.030029296875,26153.419921875,2805.830078125,25947.3203125,2792.56005859375,26149.55078125,2802.39990234375,492780000,3703300000
2018-01-19,26071.720703125,2810.300048828125,26071.720703125,2810.300048828125,26071.720703125,2810.330078125,25942.830078125,2798.080078125,25987.349609375,2802.60009765625,585000000,3724230000
2018-01-22,26214.599609375,2832.969970703125,26214.599609375,2832.969970703125,26215.23046875,2833.030029296875,25974.650390625,2808.1201171875,26025.3203125,2809.159912109375,431200000,3489480000
2018-01-23,26210.810546875,2839.1298828125,26210.810546875,2839.1298828125,26246.189453125,2842.239990234375,26143.900390625,2830.590087890625,26214.869140625,2835.050048828125,433490000,3541140000
2018-01-24,26252.119140625,2837.5400390625,26252.119140625,2837.5400390625,26392.80078125,2852.969970703125,26106.939453125,2824.81005859375,26282.0703125,2845.419921875,518790000,4079270000
2018-01-25,26392.7890625,2839.25,26392.7890625,2839.25,26458.25,2848.56005859375,26259.720703125,2830.93994140625,26313.060546875,2846.239990234375,401390000,3873100000
2018-01-26,26616.7109375,2872.8701171875,26616.7109375,2872.8701171875,26616.7109375,2872.8701171875,26425.349609375,2846.179931640625,26466.740234375,2847.47998046875,477780000,3474680000
2018-01-29,26439.48046875,2853.530029296875,26439.48046875,2853.530029296875,26608.900390625,2870.6201171875,26435.33984375,2851.47998046875,26584.279296875,2867.22998046875,421000000,3587420000
2018-01-30,26076.890625,2822.429931640625,26076.890625,2822.429931640625,26256.990234375,2837.75,26028.419921875,2818.27001953125,26198.44921875,2832.739990234375,448330000,4012070000
2018-01-31,26149.390625,2823.81005859375,26149.390625,2823.81005859375,26338.029296875,2839.260009765625,26050.98046875,2813.0400390625,26268.169921875,2832.409912109375,479130000,4276270000
2018-02-01,26186.7109375,2821.97998046875,26186.7109375,2821.97998046875,26306.69921875,2835.9599609375,26014.439453125,2812.699951171875,26083.0390625,2816.449951171875,410620000,3977380000
2018-02-02,25520.9609375,2762.1298828125,25520.9609375,2762.1298828125,26061.7890625,2808.919921875,25490.66015625,2759.969970703125,26061.7890625,2808.919921875,522880000,4340220000
2018-02-05,24345.75,2648.93994140625,24345.75,2648.93994140625,25520.529296875,2763.389892578125,23923.880859375,2638.169921875,25337.869140625,2741.06005859375,714450000,5310840000
2018-02-06,24912.76953125,2695.139892578125,24912.76953125,2695.139892578125,24946.23046875,2701.0400390625,23778.740234375,2593.070068359375,24085.169921875,2614.780029296875,823940000,5917350000
2018-02-07,24893.349609375,2681.659912109375,24893.349609375,2681.659912109375,25293.9609375,2727.669921875,24785.439453125,2681.330078125,24892.869140625,2690.949951171875,504620000,4646300000
2018-02-08,23860.4609375,2581.0,23860.4609375,2581.0,24903.6796875,2685.27001953125,23849.23046875,2580.56005859375,24902.30078125,2685.010009765625,657500000,5333840000
2018-02-09,24190.900390625,2619.550048828125,24190.900390625,2619.550048828125,24382.140625,2638.669921875,23360.2890625,2532.68994140625,23992.669921875,2601.780029296875,735030000,5690110000
2018-02-12,24601.26953125,2656.0,24601.26953125,2656.0,24765.16015625,2672.610107421875,24290.48046875,2622.449951171875,24337.759765625,2636.75,496610000,4069220000
2018-02-13,24640.44921875,2662.93994140625,24640.44921875,2662.93994140625,24705.720703125,2668.840087890625,24421.029296875,2637.080078125,24540.330078125,2646.27001953125,374410000,3503540000
2018-02-14,24893.490234375,2698.6298828125,24893.490234375,2698.6298828125,24925.94921875,2702.10009765625,24490.359375,2648.8701171875,24535.8203125,2651.2099609375,431160000,4011940000
2018-02-15,25200.369140625,2731.199951171875,25200.369140625,2731.199951171875,25203.94921875,2731.510009765625,24809.419921875,2689.820068359375,25047.8203125,2713.4599609375,416780000,3696140000
2018-02-16,25219.380859375,2732.219970703125,25219.380859375,2732.219970703125,25432.419921875,2754.419921875,25149.259765625,2725.110107421875,25165.939453125,2727.139892578125,406730000,3646920000
2018-02-20,24964.75,2716.260009765625,24964.75,2716.260009765625,25179.009765625,2737.60009765625,24884.189453125,2706.760009765625,25124.91015625,2722.989990234375,421510000,3646920000
2018-02-21,24797.779296875,2701.330078125,24797.779296875,2701.330078125,25267.990234375,2747.75,24792.990234375,2701.2900390625,24988.060546875,2720.530029296875,456070000,3789040000
2018-02-22,24962.48046875,2703.9599609375,24962.48046875,2703.9599609375,25156.720703125,2731.260009765625,24854.830078125,2697.77001953125,24855.41015625,2710.419921875,378900000,3720620000
2018-02-23,25309.990234375,2747.300048828125,25309.990234375,2747.300048828125,25313.91015625,2747.760009765625,25028.73046875,2713.739990234375,25050.509765625,2715.800048828125,335420000,3200360000
2018-02-26,25709.26953125,2779.60009765625,25709.26953125,2779.60009765625,25732.80078125,2780.639892578125,25398.560546875,2753.780029296875,25403.349609375,2757.3701171875,473360000,3436590000
2018-02-27,25410.029296875,2744.280029296875,25410.029296875,2744.280029296875,25800.349609375,2789.14990234375,25407.830078125,2744.219970703125,25735.779296875,2780.449951171875,438390000,3752070000
2018-02-28,25029.19921875,2713.830078125,25029.19921875,2713.830078125,25576.150390625,2761.52001953125,25022.419921875,2713.5400390625,25485.150390625,2753.780029296875,451870000,4244570000
2018-03-01,24608.98046875,2677.669921875,24608.98046875,2677.669921875,25185.349609375,2730.889892578125,24442.560546875,2659.64990234375,25024.0390625,2715.219970703125,506280000,4514490000
2018-03-02,24538.060546875,2691.25,24538.060546875,2691.25,24592.4609375,2696.25,24217.759765625,2647.320068359375,24394.91015625,2658.889892578125,437130000,3891250000
2018-03-05,24874.759765625,2720.93994140625,24874.759765625,2720.93994140625,24961.0,2728.090087890625,24387.150390625,2675.75,24471.310546875,2681.06005859375,383910000,3733640000
2018-03-06,24884.119140625,2728.1201171875,24884.119140625,2728.1201171875,24995.240234375,2732.080078125,24708.41015625,2711.260009765625,24965.890625,2730.179931640625,331770000,3389030000
2018-03-07,24801.359375,2726.800048828125,24801.359375,2726.800048828125,24849.6796875,2730.60009765625,24535.119140625,2701.739990234375,24758.150390625,2710.179931640625,394070000,3406690000
2018-03-08,24895.2109375,2738.969970703125,24895.2109375,2738.969970703125,24950.490234375,2740.449951171875,24703.05078125,2722.64990234375,24853.41015625,2732.75,327300000,3206040000
2018-03-09,25335.740234375,2786.570068359375,25335.740234375,2786.570068359375,25336.330078125,2786.570068359375,25004.890625,2751.5400390625,25004.890625,2752.909912109375,371570000,3376870000
2018-03-12,25178.609375,2783.02001953125,25178.609375,2783.02001953125,25449.150390625,2796.97998046875,25152.01953125,2779.260009765625,25372.439453125,2790.5400390625,362580000,3216960000
2018-03-13,25007.029296875,2765.31005859375,25007.029296875,2765.31005859375,25376.400390625,2801.89990234375,24947.5,2758.679931640625,25257.75,2792.31005859375,447880000,3324290000
2018-03-14,24758.119140625,2749.47998046875,24758.119140625,2749.47998046875,25130.119140625,2777.110107421875,24668.830078125,2744.3798828125,25086.970703125,2774.06005859375,356830000,3394630000
2018-03-15,24873.66015625,2747.330078125,24873.66015625,2747.330078125,25053.869140625,2763.030029296875,24753.2890625,2741.469970703125,24837.2890625,2754.27001953125,316310000,3543710000
2018-03-16,24946.509765625,2752.010009765625,24946.509765625,2752.010009765625,25031.0,2761.85009765625,24857.08984375,2749.969970703125,24877.33984375,2750.570068359375,654240000,5429140000
2018-03-19,24610.91015625,2712.919921875,24610.91015625,2712.919921875,24893.689453125,2741.3798828125,24453.140625,2694.590087890625,24893.689453125,2741.3798828125,377990000,3327460000
2018-03-20,24727.26953125,2716.93994140625,24727.26953125,2716.93994140625,24803.609375,2724.219970703125,24650.640625,2710.050048828125,24650.640625,2715.050048828125,342510000,3272590000
2018-03-21,24682.310546875,2711.929931640625,24682.310546875,2711.929931640625,24977.650390625,2739.139892578125,24655.400390625,2709.7900390625,24723.490234375,2714.989990234375,343230000,3434780000
2018-03-22,23957.890625,2643.68994140625,23957.890625,2643.68994140625,24526.009765625,2695.679931640625,23938.740234375,2641.590087890625,24526.009765625,2691.360107421875,439280000,3765460000
2018-03-23,23533.19921875,2588.260009765625,23533.19921875,2588.260009765625,24108.470703125,2657.669921875,23509.060546875,2585.889892578125,23995.1796875,2646.7099609375,482550000,3829380000
2018-03-26,24202.599609375,2658.550048828125,24202.599609375,2658.550048828125,24232.30078125,2661.360107421875,23741.220703125,2601.81005859375,23825.740234375,2619.35009765625,479540000,3538080000
2018-03-27,23857.7109375,2612.6201171875,23857.7109375,2612.6201171875,24446.220703125,2674.780029296875,23708.73046875,2596.1201171875,24276.619140625,2667.570068359375,524480000,3761320000
2018-03-28,23848.419921875,2605.0,23848.419921875,2605.0,24092.470703125,2632.64990234375,23728.669921875,2593.06005859375,23883.080078125,2611.300048828125,530040000,3875720000
2018-03-29,24103.109375,2640.8701171875,24103.109375,2640.8701171875,24314.30078125,2659.070068359375,23928.130859375,2609.719970703125,23949.1796875,2614.409912109375,463550000,3572360000
2018-04-02,23644.189453125,2581.8798828125,23644.189453125,2581.8798828125,24123.80078125,2638.300048828125,23344.51953125,2553.800048828125,24076.599609375,2633.449951171875,509820000,3635780000
2018-04-03,24033.359375,2614.449951171875,24033.359375,2614.449951171875,24044.349609375,2619.139892578125,23664.330078125,2575.489990234375,23698.330078125,2592.169921875,394130000,3395840000
2018-04-04,24264.30078125,2644.68994140625,24264.30078125,2644.68994140625,24308.9609375,2649.860107421875,23523.16015625,2573.610107421875,23654.150390625,2584.0400390625,388540000,3369230000
2018-04-05,24505.220703125,2662.840087890625,24505.220703125,2662.840087890625,24622.259765625,2672.080078125,24313.91015625,2649.580078125,24313.91015625,2657.360107421875,347790000,3230430000
2018-04-06,23932.759765625,2604.469970703125,23932.759765625,2604.469970703125,24434.400390625,2656.8798828125,23738.19921875,2586.27001953125,24373.599609375,2645.820068359375,395990000,3312390000
2018-04-09,23979.099609375,2613.159912109375,23979.099609375,2613.159912109375,24373.1796875,2653.550048828125,23954.830078125,2610.7900390625,24037.51953125,2617.179931640625,380790000,3076140000
2018-04-10,24408.0,2656.8701171875,24408.0,2656.8701171875,24511.349609375,2665.449951171875,24198.94921875,2635.780029296875,24198.94921875,2638.409912109375,368590000,3579130000
2018-04-11,24189.44921875,2642.18994140625,24189.44921875,2642.18994140625,24366.5703125,2661.429931640625,24150.869140625,2639.25,24274.189453125,2643.889892578125,286360000,3054520000
2018-04-12,24483.05078125,2663.989990234375,24483.05078125,2663.989990234375,24592.119140625,2674.719970703125,24302.8203125,2653.830078125,24302.8203125,2653.830078125,336130000,3045330000
2018-04-13,24360.140625,2656.300048828125,24360.140625,2656.300048828125,24646.44921875,2680.260009765625,24243.740234375,2645.050048828125,24582.8203125,2676.89990234375,331890000,2988540000
2018-04-16,24573.0390625,2677.840087890625,24573.0390625,2677.840087890625,24675.359375,2686.489990234375,24480.19921875,2665.159912109375,24483.150390625,2670.10009765625,305070000,3020740000
2018-04-17,24786.630859375,2706.389892578125,24786.630859375,2706.389892578125,24858.970703125,2713.340087890625,24681.7890625,2692.050048828125,24681.7890625,2692.739990234375,342410000,3286190000
2018-04-18,24748.0703125,2708.639892578125,24748.0703125,2708.639892578125,24832.5390625,2717.489990234375,24721.08984375,2703.6298828125,24820.849609375,2710.110107421875,302030000,3412030000
2018-04-19,24664.890625,2693.1298828125,24664.890625,2693.1298828125,24762.48046875,2702.840087890625,24557.029296875,2681.89990234375,24711.30078125,2701.159912109375,381110000,3375120000
2018-04-20,24462.939453125,2670.139892578125,24462.939453125,2670.139892578125,24678.0703125,2693.93994140625,24375.0390625,2660.610107421875,24657.390625,2692.56005859375,537770000,3428260000
2018-04-23,24448.689453125,2670.2900390625,24448.689453125,2670.2900390625,24536.890625,2682.860107421875,24328.5390625,2657.989990234375,24488.0703125,2675.39990234375,351030000,3030390000
2018-04-24,24024.130859375,2634.56005859375,24024.130859375,2634.56005859375,24579.939453125,2683.550048828125,23828.73046875,2617.320068359375,24579.939453125,2680.800048828125,468180000,3716020000
2018-04-25,24083.830078125,2639.39990234375,24083.830078125,2639.39990234375,24146.33984375,2645.300048828125,23823.080078125,2612.669921875,24070.19921875,2634.919921875,437100000,3563680000
2018-04-26,24322.33984375,2666.93994140625,24322.33984375,2666.93994140625,24402.4609375,2676.47998046875,24128.720703125,2647.159912109375,24128.720703125,2651.64990234375,390360000,3690920000
2018-04-27,24311.189453125,2669.909912109375,24311.189453125,2669.909912109375,24359.380859375,2677.35009765625,24194.44921875,2659.010009765625,24342.140625,2675.469970703125,392810000,3234510000
2018-04-30,24163.150390625,2648.050048828125,24163.150390625,2648.050048828125,24498.23046875,2682.8701171875,24163.080078125,2648.0400390625,24410.41015625,2682.510009765625,416650000,3749510000
2018-05-01,24099.05078125,2654.800048828125,24099.05078125,2654.800048828125,24117.2890625,2655.27001953125,23808.189453125,2625.409912109375,24117.2890625,2642.9599609375,380070000,3562820000
2018-05-02,23924.98046875,2635.669921875,23924.98046875,2635.669921875,24185.51953125,2660.8701171875,23886.30078125,2631.699951171875,24097.630859375,2654.239990234375,385350000,4047020000
2018-05-03,23930.150390625,2629.72998046875,23930.150390625,2629.72998046875,23996.150390625,2637.139892578125,23531.310546875,2594.6201171875,23836.23046875,2628.080078125,389240000,3867530000
2018-05-04,24262.509765625,2663.419921875,24262.509765625,2663.419921875,24333.349609375,2670.929931640625,23778.869140625,2615.320068359375,23865.220703125,2621.449951171875,329480000,3335260000
2018-05-07,24357.3203125,2672.6298828125,24357.3203125,2672.6298828125,24479.44921875,2683.35009765625,24263.419921875,2664.699951171875,24317.66015625,2680.340087890625,307670000,3266810000
2018-05-08,24360.2109375,2671.919921875,24360.2109375,2671.919921875,24412.33984375,2676.340087890625,24198.33984375,2655.199951171875,24341.349609375,2670.260009765625,344940000,3745100000
2018-05-09,24542.5390625,2697.7900390625,24542.5390625,2697.7900390625,24586.48046875,2701.27001953125,24323.869140625,2674.139892578125,24399.1796875,2678.1201171875,361580000,3913650000
2018-05-10,24739.529296875,2723.070068359375,24739.529296875,2723.070068359375,24794.990234375,2726.110107421875,24575.91015625,2704.5400390625,24591.66015625,2705.02001953125,304210000,3380640000
2018-05-11,24831.169921875,2727.719970703125,24831.169921875,2727.719970703125,24868.650390625,2732.860107421875,24717.5,2717.449951171875,24758.640625,2722.699951171875,274150000,2874850000
2018-05-14,24899.41015625,2730.1298828125,24899.41015625,2730.1298828125,24994.189453125,2742.10009765625,24862.51953125,2725.469970703125,24879.369140625,2738.469970703125,282860000,2994360000
2018-05-15,24706.41015625,2711.449951171875,24706.41015625,2711.449951171875,24809.55078125,2718.590087890625,24629.390625,2701.909912109375,24809.55078125,2718.590087890625,301900000,3291190000
2018-05-16,24768.9296875,2722.4599609375,24768.9296875,2722.4599609375,24801.189453125,2727.760009765625,24672.7890625,2712.169921875,24722.3203125,2712.6201171875,280810000,3248480000
2018-05-17,24713.98046875,2720.1298828125,24713.98046875,2720.1298828125,24839.490234375,2731.9599609375,24639.400390625,2711.360107421875,24752.400390625,2719.7099609375,314650000,3478150000
2018-05-18,24715.08984375,2712.969970703125,24715.08984375,2712.969970703125,24774.970703125,2719.5,24664.869140625,2709.179931640625,24707.720703125,2717.35009765625,269700000,3383270000
2018-05-21,25013.2890625,2733.010009765625,25013.2890625,2733.010009765625,25086.490234375,2739.18994140625,24883.060546875,2725.699951171875,24883.060546875,2735.389892578125,308920000,3053480000
2018-05-22,24834.41015625,2724.43994140625,24834.41015625,2724.43994140625,25064.990234375,2742.239990234375,24812.060546875,2721.8798828125,25047.55078125,2738.340087890625,288200000,3384140000
2018-05-23,24886.810546875,2733.2900390625,24886.810546875,2733.2900390625,24889.4609375,2733.330078125,24667.119140625,2709.5400390625,24757.7109375,2713.97998046875,399610000,3333160000
2018-05-24,24811.759765625,2727.760009765625,24811.759765625,2727.760009765625,24877.359375,2731.969970703125,24605.900390625,2707.3798828125,24877.359375,2730.93994140625,347050000,3285750000
2018-05-25,24753.08984375,2721.330078125,24753.08984375,2721.330078125,24824.220703125,2727.360107421875,24687.810546875,2714.989990234375,24781.2890625,2723.60009765625,257210000,3015260000
2018-05-29,24361.44921875,2689.860107421875,24361.44921875,2689.860107421875,24635.1796875,2710.669921875,24247.83984375,2676.81005859375,24606.58984375,2705.110107421875,395810000,3743310000
2018-05-30,24667.779296875,2724.010009765625,24667.779296875,2724.010009765625,24714.48046875,2729.340087890625,24459.08984375,2702.429931640625,24467.830078125,2702.429931640625,324870000,3566490000
2018-05-31,24415.83984375,2705.27001953125,24415.83984375,2705.27001953125,24620.7890625,2722.5,24352.150390625,2700.679931640625,24620.7890625,2720.97998046875,429740000,4241100000
2018-06-01,24635.2109375,2734.6201171875,24635.2109375,2734.6201171875,24673.599609375,2736.929931640625,24542.08984375,2718.699951171875,24542.08984375,2718.699951171875,315710000,3694310000
2018-06-04,24813.689453125,2746.8701171875,24813.689453125,2746.8701171875,24859.369140625,2749.159912109375,24722.140625,2740.5400390625,24727.55078125,2741.669921875,340400000,3410090000
2018-06-05,24799.98046875,2748.800048828125,24799.98046875,2748.800048828125,24838.779296875,2752.610107421875,24710.8203125,2739.510009765625,24820.119140625,2748.4599609375,306340000,3523550000
2018-06-06,25146.390625,2772.35009765625,25146.390625,2772.35009765625,25146.4609375,2772.389892578125,24854.140625,2748.4599609375,24854.140625,2753.25,316090000,3662780000
2018-06-07,25241.41015625,2770.3701171875,25241.41015625,2770.3701171875,25326.08984375,2779.89990234375,25164.48046875,2760.159912109375,25192.140625,2774.840087890625,357680000,3742080000
2018-06-08,25316.529296875,2779.030029296875,25316.529296875,2779.030029296875,25325.630859375,2779.389892578125,25165.69921875,2763.590087890625,25209.2890625,2765.840087890625,317510000,3138850000
2018-06-11,25322.310546875,2782.0,25322.310546875,2782.0,25402.830078125,2790.2099609375,25290.19921875,2780.169921875,25336.669921875,2780.179931640625,276740000,3262130000
2018-06-12,25320.73046875,2786.85009765625,25320.73046875,2786.85009765625,25364.369140625,2789.800048828125,25247.0390625,2778.780029296875,25346.8203125,2785.60009765625,265750000,3435700000
2018-06-13,25201.19921875,2775.6298828125,25201.19921875,2775.6298828125,25362.0703125,2791.469970703125,25191.419921875,2774.64990234375,25328.650390625,2787.93994140625,329700000,3820770000
2018-06-14,25175.310546875,2782.489990234375,25175.310546875,2782.489990234375,25332.5,2789.06005859375,25138.599609375,2776.52001953125,25254.650390625,2783.2099609375,341170000,3540930000
2018-06-15,25090.48046875,2779.659912109375,25090.48046875,2779.659912109375,25130.8203125,2782.81005859375,24894.380859375,2761.72998046875,25116.7109375,2777.780029296875,659370000,5451990000
2018-06-18,24987.470703125,2773.75,24987.470703125,2773.75,25003.099609375,2774.989990234375,24825.76953125,2757.1201171875,24944.279296875,2765.7900390625,337070000,3316120000
2018-06-19,24700.2109375,2762.590087890625,24700.2109375,2762.590087890625,24763.58984375,2765.050048828125,24567.75,2743.18994140625,24763.58984375,2752.010009765625,376380000,3671160000
2018-06-20,24657.80078125,2767.320068359375,24657.80078125,2767.320068359375,24804.759765625,2774.860107421875,24628.390625,2763.909912109375,24771.169921875,2769.72998046875,359520000,3332140000
2018-06-21,24461.69921875,2749.760009765625,24461.69921875,2749.760009765625,24639.2109375,2769.280029296875,24406.630859375,2744.389892578125,24639.2109375,2769.280029296875,349570000,3336580000
2018-06-22,24580.890625,2754.8798828125,24580.890625,2754.8798828125,24663.1796875,2764.169921875,24526.970703125,2752.679931640625,24526.970703125,2760.7900390625,473970000,5468110000
2018-06-25,24252.80078125,2717.070068359375,24252.80078125,2717.070068359375,24463.73046875,2742.93994140625,24084.390625,2698.669921875,24463.73046875,2742.93994140625,439130000,3663280000
2018-06-26,24283.109375,2723.06005859375,24283.109375,2723.06005859375,24384.2109375,2732.909912109375,24241.220703125,2715.60009765625,24281.890625,2722.1201171875,301130000,3568900000
2018-06-27,24117.58984375,2699.6298828125,24117.58984375,2699.6298828125,24569.01953125,2746.090087890625,24115.8203125,2699.3798828125,24303.109375,2728.449951171875,313790000,3803990000
2018-06-28,24216.05078125,2716.31005859375,24216.05078125,2716.31005859375,24308.16015625,2724.340087890625,23997.2109375,2691.989990234375,24064.189453125,2698.68994140625,305020000,3461100000
2018-06-29,24271.41015625,2718.3701171875,24271.41015625,2718.3701171875,24509.51953125,2743.260009765625,24269.7109375,2718.030029296875,24323.9296875,2727.1298828125,329070000,3586800000
2018-07-02,24307.1796875,2726.7099609375,24307.1796875,2726.7099609375,24319.419921875,2727.260009765625,24077.560546875,2698.949951171875,24161.529296875,2704.949951171875,244110000,3095040000
2018-07-03,24174.8203125,2713.219970703125,24174.8203125,2713.219970703125,24444.880859375,2736.580078125,24150.849609375,2711.159912109375,24359.390625,2733.27001953125,160960000,1911460000
2018-07-05,24356.740234375,2736.610107421875,24356.740234375,2736.610107421875,24372.80078125,2737.830078125,24177.439453125,2716.02001953125,24285.8203125,2724.18994140625,237670000,2980160000
2018-07-06,24456.48046875,2759.820068359375,24456.48046875,2759.820068359375,24520.2890625,2764.409912109375,24281.470703125,2733.52001953125,24352.470703125,2737.679931640625,219450000,2590250000
2018-07-09,24776.58984375,2784.169921875,24776.58984375,2784.169921875,24796.51953125,2784.64990234375,24518.4296875,2770.72998046875,24519.19921875,2775.6201171875,240580000,3070060000
2018-07-10,24919.66015625,2793.840087890625,24919.66015625,2793.840087890625,24945.380859375,2795.580078125,24806.970703125,2786.239990234375,24806.970703125,2788.56005859375,235040000,3080140000
2018-07-11,24700.44921875,2774.02001953125,24700.44921875,2774.02001953125,24815.16015625,2785.909912109375,24663.8203125,2770.77001953125,24789.48046875,2779.820068359375,237370000,2986180000
2018-07-12,24924.890625,2798.2900390625,24924.890625,2798.2900390625,24939.970703125,2799.219970703125,24802.900390625,2781.530029296875,24802.900390625,2783.139892578125,233150000,2834230000
2018-07-13,25019.41015625,2801.31005859375,25019.41015625,2801.31005859375,25043.2109375,2804.530029296875,24890.060546875,2791.68994140625,24926.0703125,2796.929931640625,255520000,2619790000
2018-07-16,25064.359375,2798.429931640625,25064.359375,2798.429931640625,25072.41015625,2801.18994140625,24979.640625,2793.389892578125,25025.580078125,2797.360107421875,231270000,2819860000
2018-07-17,25119.890625,2809.550048828125,25119.890625,2809.550048828125,25155.390625,2814.18994140625,24989.609375,2789.239990234375,25033.919921875,2789.340087890625,250450000,3064920000
2018-07-18,25199.2890625,2815.6201171875,25199.2890625,2815.6201171875,25215.3203125,2816.760009765625,25101.119140625,2805.889892578125,25133.7890625,2811.35009765625,252870000,3111560000
2018-07-19,25064.5,2804.489990234375,25064.5,2804.489990234375,25154.169921875,2812.050048828125,25052.619140625,2799.77001953125,25139.150390625,2809.3701171875,285760000,3278360000
2018-07-20,25058.119140625,2801.830078125,25058.119140625,2801.830078125,25124.099609375,2809.699951171875,24986.349609375,2800.010009765625,25041.140625,2804.550048828125,274080000,3243250000
2018-07-23,25044.2890625,2806.97998046875,25044.2890625,2806.97998046875,25081.44921875,2808.610107421875,24983.330078125,2795.139892578125,25036.900390625,2799.169921875,228820000,2928490000
2018-07-24,25241.939453125,2820.39990234375,25241.939453125,2820.39990234375,25286.619140625,2829.989990234375,25092.4296875,2811.1201171875,25092.4296875,2820.679931640625,274940000,3430410000
2018-07-25,25414.099609375,2846.070068359375,25414.099609375,2846.070068359375,25432.869140625,2848.030029296875,25113.55078125,2817.72998046875,25183.69921875,2817.72998046875,273670000,3584400000
2018-07-26,25527.0703125,2837.43994140625,25527.0703125,2837.43994140625,25587.240234375,2845.570068359375,25463.16015625,2835.260009765625,25468.55078125,2835.489990234375,297530000,3667290000
2018-07-27,25451.060546875,2818.820068359375,25451.060546875,2818.820068359375,25580.220703125,2843.169921875,25370.0703125,2808.340087890625,25520.51953125,2842.35009765625,329680000,3434370000
2018-07-30,25306.830078125,2802.60009765625,25306.830078125,2802.60009765625,25500.16015625,2821.739990234375,25287.380859375,2798.110107421875,25439.3203125,2819.0,296880000,3261190000
2018-07-31,25415.189453125,2816.2900390625,25415.189453125,2816.2900390625,25490.98046875,2824.4599609375,25345.2109375,2808.06005859375,25345.2109375,2809.72998046875,348700000,3906890000
2018-08-01,25333.8203125,2813.360107421875,25333.8203125,2813.360107421875,25488.80078125,2825.830078125,25278.3203125,2805.85009765625,25461.630859375,2821.169921875,315880000,3501350000
2018-08-02,25326.16015625,2827.219970703125,25326.16015625,2827.219970703125,25360.48046875,2829.909912109375,25120.0703125,2796.340087890625,25256.44921875,2800.47998046875,307700000,3501380000
2018-08-03,25462.580078125,2840.35009765625,25462.580078125,2840.35009765625,25467.900390625,2840.3798828125,25325.169921875,2827.3701171875,25360.369140625,2829.6201171875,239020000,3043690000
2018-08-06,25502.1796875,2850.39990234375,25502.1796875,2850.39990234375,25540.01953125,2853.2900390625,25381.380859375,2835.97998046875,25437.4296875,2840.2900390625,238990000,2879020000
2018-08-07,25628.91015625,2858.449951171875,25628.91015625,2858.449951171875,25692.720703125,2863.429931640625,25551.650390625,2855.919921875,25551.650390625,2855.919921875,239910000,3185440000
2018-08-08,25583.75,2857.699951171875,25583.75,2857.699951171875,25634.109375,2862.43994140625,25557.48046875,2853.090087890625,25615.720703125,2856.7900390625,217770000,2978070000
2018-08-09,25509.23046875,2853.580078125,25509.23046875,2853.580078125,25613.310546875,2862.47998046875,25492.689453125,2851.97998046875,25589.7890625,2857.18994140625,214970000,3066180000
2018-08-10,25313.140625,2833.280029296875,25313.140625,2833.280029296875,25401.189453125,2842.199951171875,25222.880859375,2825.81005859375,25401.189453125,2838.89990234375,234480000,3265590000
2018-08-13,25187.69921875,2821.929931640625,25187.69921875,2821.929931640625,25381.390625,2843.39990234375,25153.9296875,2819.8798828125,25327.189453125,2835.4599609375,219990000,3173630000
2018-08-14,25299.919921875,2839.9599609375,25299.919921875,2839.9599609375,25339.509765625,2843.110107421875,25201.869140625,2826.580078125,25215.689453125,2827.8798828125,219210000,2986500000
2018-08-15,25162.41015625,2818.3701171875,25162.41015625,2818.3701171875,25235.369140625,2827.949951171875,24965.76953125,2802.489990234375,25235.369140625,2827.949951171875,295810000,3656680000
2018-08-16,25558.73046875,2840.68994140625,25558.73046875,2840.68994140625,25607.33984375,2850.489990234375,25294.970703125,2831.43994140625,25294.970703125,2831.43994140625,342430000,3232000000
2018-08-17,25669.3203125,2850.1298828125,25669.3203125,2850.1298828125,25728.16015625,2855.6298828125,25521.66015625,2833.72998046875,25550.80078125,2838.320068359375,284160000,3037640000
2018-08-20,25758.689453125,2857.050048828125,25758.689453125,2857.050048828125,25790.169921875,2859.760009765625,25716.41015625,2850.6201171875,25727.69921875,2853.929931640625,248570000,2757150000
